
################################################################################
#              CLUSTER SIMILARITY TABLES              #
################################################################################


Cosine Similarity (Word-Based)
        0     1     2     3     4     5     6     7     8     9    10    11    12    13    14    15    16    17    18    19
 0 | 1.000 0.916 0.921 0.855 0.905 0.864 0.714 0.848 0.891 0.892 0.834 0.893 0.916 0.915 0.904 0.927 0.913 0.842 0.919 0.882
 1 | 0.916 1.000 0.921 0.838 0.943 0.899 0.742 0.851 0.903 0.917 0.869 0.895 0.963 0.900 0.918 0.910 0.925 0.839 0.931 0.877
 2 | 0.921 0.921 1.000 0.925 0.915 0.896 0.771 0.880 0.930 0.959 0.878 0.932 0.922 0.925 0.928 0.956 0.961 0.827 0.959 0.909
 3 | 0.855 0.838 0.925 1.000 0.858 0.863 0.784 0.881 0.870 0.903 0.830 0.883 0.852 0.889 0.901 0.915 0.899 0.722 0.917 0.929
 4 | 0.905 0.943 0.915 0.858 1.000 0.955 0.770 0.812 0.909 0.938 0.928 0.937 0.968 0.906 0.960 0.937 0.945 0.725 0.956 0.891
 5 | 0.864 0.899 0.896 0.863 0.955 1.000 0.770 0.808 0.931 0.957 0.961 0.917 0.924 0.910 0.967 0.943 0.929 0.667 0.949 0.915
 6 | 0.714 0.742 0.771 0.784 0.770 0.770 1.000 0.701 0.746 0.799 0.793 0.775 0.758 0.755 0.752 0.768 0.809 0.600 0.815 0.744
 7 | 0.848 0.851 0.880 0.881 0.812 0.808 0.701 1.000 0.859 0.840 0.776 0.861 0.850 0.927 0.859 0.875 0.837 0.800 0.883 0.891
 8 | 0.891 0.903 0.930 0.870 0.909 0.931 0.746 0.859 1.000 0.963 0.931 0.918 0.918 0.953 0.922 0.962 0.943 0.810 0.946 0.917
 9 | 0.892 0.917 0.959 0.903 0.938 0.957 0.799 0.840 0.963 1.000 0.956 0.943 0.931 0.931 0.951 0.969 0.980 0.774 0.974 0.914
10 | 0.834 0.869 0.878 0.830 0.928 0.961 0.793 0.776 0.931 0.956 1.000 0.918 0.902 0.905 0.923 0.926 0.932 0.660 0.941 0.876
11 | 0.893 0.895 0.932 0.883 0.937 0.917 0.775 0.861 0.918 0.943 0.918 1.000 0.926 0.941 0.937 0.948 0.946 0.724 0.960 0.904
12 | 0.916 0.963 0.922 0.852 0.968 0.924 0.758 0.850 0.918 0.931 0.902 0.926 1.000 0.920 0.942 0.935 0.940 0.793 0.948 0.895
13 | 0.915 0.900 0.925 0.889 0.906 0.910 0.755 0.927 0.953 0.931 0.905 0.941 0.920 1.000 0.924 0.952 0.924 0.804 0.944 0.931
14 | 0.904 0.918 0.928 0.901 0.960 0.967 0.752 0.859 0.922 0.951 0.923 0.937 0.942 0.924 1.000 0.967 0.936 0.719 0.965 0.936
15 | 0.927 0.910 0.956 0.915 0.937 0.943 0.768 0.875 0.962 0.969 0.926 0.948 0.935 0.952 0.967 1.000 0.959 0.784 0.978 0.938
16 | 0.913 0.925 0.961 0.899 0.945 0.929 0.809 0.837 0.943 0.980 0.932 0.946 0.940 0.924 0.936 0.959 1.000 0.807 0.977 0.883
17 | 0.842 0.839 0.827 0.722 0.725 0.667 0.600 0.800 0.810 0.774 0.660 0.724 0.793 0.804 0.719 0.784 0.807 1.000 0.786 0.725
18 | 0.919 0.931 0.959 0.917 0.956 0.949 0.815 0.883 0.946 0.974 0.941 0.960 0.948 0.944 0.965 0.978 0.977 0.786 1.000 0.923
19 | 0.882 0.877 0.909 0.929 0.891 0.915 0.744 0.891 0.917 0.914 0.876 0.904 0.895 0.931 0.936 0.938 0.883 0.725 0.923 1.000

Correlation (Document-Based)
        0     1     2     3     4     5     6     7     8     9    10    11    12    13    14    15    16    17    18    19
 0 | 1.000 -0.028 -0.049 -0.128 -0.051 -0.093 -0.037 -0.087 -0.096 -0.056 -0.067 -0.107 -0.011 -0.134 -0.038 -0.026 -0.089 -0.092 -0.102 -0.010
 1 | -0.028 1.000 0.000 -0.046 0.074 0.046 -0.017 -0.017 -0.025 -0.024 -0.020 -0.023 0.024 -0.055 0.004 -0.079 -0.025 -0.010 -0.054 0.009
 2 | -0.049 0.000 1.000 -0.116 -0.062 0.001 -0.066 0.019 -0.012 0.019 -0.009 -0.132 -0.031 -0.037 0.132 0.027 -0.113 -0.000 -0.021 0.120
 3 | -0.128 -0.046 -0.116 1.000 -0.049 0.061 -0.005 -0.041 0.235 0.032 0.115 -0.181 -0.066 -0.030 -0.088 -0.134 -0.072 -0.070 -0.125 -0.041
 4 | -0.051 0.074 -0.062 -0.049 1.000 0.066 0.033 -0.074 -0.076 -0.032 -0.038 -0.017 0.051 -0.079 0.114 -0.123 -0.030 -0.056 -0.035 -0.036
 5 | -0.093 0.046 0.001 0.061 0.066 1.000 0.015 -0.110 0.126 0.099 -0.037 -0.077 -0.021 -0.160 -0.030 -0.273 -0.061 -0.055 -0.160 0.103
 6 | -0.037 -0.017 -0.066 -0.005 0.033 0.015 1.000 -0.088 -0.073 -0.040 0.026 -0.079 -0.021 -0.069 -0.011 -0.099 -0.030 -0.090 -0.064 -0.036
 7 | -0.087 -0.017 0.019 -0.041 -0.074 -0.110 -0.088 1.000 -0.008 -0.086 -0.000 -0.186 0.005 -0.154 0.032 0.139 -0.171 0.008 0.089 -0.002
 8 | -0.096 -0.025 -0.012 0.235 -0.076 0.126 -0.073 -0.008 1.000 0.164 -0.001 -0.166 -0.046 -0.076 -0.102 -0.282 -0.073 0.161 -0.210 0.036
 9 | -0.056 -0.024 0.019 0.032 -0.032 0.099 -0.040 -0.086 0.164 1.000 -0.012 -0.088 -0.032 -0.133 -0.052 -0.166 -0.011 0.035 -0.119 0.004
10 | -0.067 -0.020 -0.009 0.115 -0.038 -0.037 0.026 -0.000 -0.001 -0.012 1.000 -0.075 -0.028 -0.136 -0.031 -0.143 -0.025 0.033 -0.022 0.009
11 | -0.107 -0.023 -0.132 -0.181 -0.017 -0.077 -0.079 -0.186 -0.166 -0.088 -0.075 1.000 -0.005 0.135 -0.086 -0.093 -0.137 -0.169 -0.107 -0.111
