
################################################################################
#              CLUSTER SIMILARITY TABLES              #
################################################################################


Cosine Similarity (Word-Based)
        0     1     2     3     4     5     6     7     8     9
 0 | 1.000 0.460 0.492 0.510 0.319 0.520 0.289 0.443 0.495 0.556
 1 | 0.460 1.000 0.447 0.334 0.272 0.330 0.278 0.247 0.322 0.374
 2 | 0.492 0.447 1.000 0.329 0.137 0.193 0.267 0.172 0.257 0.321
 3 | 0.510 0.334 0.329 1.000 0.204 0.568 0.337 0.475 0.523 0.430
 4 | 0.319 0.272 0.137 0.204 1.000 0.262 0.165 0.323 0.274 0.477
 5 | 0.520 0.330 0.193 0.568 0.262 1.000 0.317 0.552 0.603 0.448
 6 | 0.289 0.278 0.267 0.337 0.165 0.317 1.000 0.217 0.218 0.263
 7 | 0.443 0.247 0.172 0.475 0.323 0.552 0.217 1.000 0.609 0.478
 8 | 0.495 0.322 0.257 0.523 0.274 0.603 0.218 0.609 1.000 0.466
 9 | 0.556 0.374 0.321 0.430 0.477 0.448 0.263 0.478 0.466 1.000

Correlation (Document-Based)
        0     1     2     3     4     5     6     7     8     9
 0 | 1.000 -0.031 0.066 -0.181 -0.063 -0.180 -0.132 -0.281 -0.146 -0.030
 1 | -0.031 1.000 0.080 -0.105 -0.110 -0.132 -0.057 -0.234 -0.117 -0.053
 2 | 0.066 0.080 1.000 -0.113 -0.189 -0.267 -0.022 -0.339 -0.109 -0.028
 3 | -0.181 -0.105 -0.113 1.000 -0.193 -0.115 -0.021 -0.135 -0.185 -0.151
 4 | -0.063 -0.110 -0.189 -0.193 1.000 -0.108 -0.106 0.000 -0.040 -0.069
 5 | -0.180 -0.132 -0.267 -0.115 -0.108 1.000 -0.122 -0.037 -0.054 -0.183
 6 | -0.132 -0.057 -0.022 -0.021 -0.106 -0.122 1.000 -0.165 -0.177 -0.077
 7 | -0.281 -0.234 -0.339 -0.135 0.000 -0.037 -0.165 1.000 0.048 -0.132
 8 | -0.146 -0.117 -0.109 -0.185 -0.040 -0.054 -0.177 0.048 1.000 -0.082
 9 | -0.030 -0.053 -0.028 -0.151 -0.069 -0.183 -0.077 -0.132 -0.082 1.000
